w;x;x*-x;iterations;cond;
1,41;1;1,49932e-11;502;26,7113;
;2;1,92897e-11;;
;3;1,91021e-11;;
;4;2,0385e-11;;
;5;2,04201e-11;;
;6;2,01981e-11;;
;7;1,9222e-11;;
;8;1,80851e-11;;
;9;1,71116e-11;;
;10;1,98721e-11;;
;11;1,93729e-11;;
;12;1,97726e-11;;
w;x;x*-x;iterations;cond;
1,42;1;1,46329e-11;491;26,2274;
;2;1,88252e-11;;
;3;1,86353e-11;;
;4;1,98885e-11;;
;5;1,9921e-11;;
;6;1,96998e-11;;
;7;1,87406e-11;;
;8;1,76223e-11;;
;9;1,66889e-11;;
;10;1,93783e-11;;
;11;1,88862e-11;;
;12;1,92717e-11;;
w;x;x*-x;iterations;cond;
1,43;1;1,43774e-11;480;25,7846;
;2;1,85028e-11;;
;3;1,83094e-11;;
;4;1,95417e-11;;
;5;1,95701e-11;;
;6;1,93534e-11;;
;7;1,83995e-11;;
;8;1,72928e-11;;
;9;1,63869e-11;;
;10;1,90337e-11;;
;11;1,85416e-11;;
;12;1,89182e-11;;
w;x;x*-x;iterations;cond;
1,44;1;1,42407e-11;469;25,3195;
;2;1,83262e-11;;
;3;1,81242e-11;;
;4;1,93454e-11;;
;5;1,93738e-11;;
;6;1,91536e-11;;
;7;1,82023e-11;;
;8;1,70965e-11;;
;9;1,62164e-11;;
;10;1,88329e-11;;
;11;1,83409e-11;;
;12;1,87121e-11;;
w;x;x*-x;iterations;cond;
1,45;1;1,42029e-11;458;24,8236;
;2;1,82776e-11;;
;3;1,80678e-11;;
;4;1,92899e-11;;
;5;1,9317e-11;;
;6;1,90949e-11;;
;7;1,81331e-11;;
;8;1,70228e-11;;
;9;1,61613e-11;;
;10;1,87708e-11;;
;11;1,82716e-11;;
;12;1,86358e-11;;
w;x;x*-x;iterations;cond;
1,46;1;1,34416e-11;448;24,3477;
;2;1,72984e-11;;
;3;1,70917e-11;;
;4;1,82485e-11;;
;5;1,82707e-11;;
;6;1,80638e-11;;
;7;1,71418e-11;;
;8;1,60849e-11;;
;9;1,5282e-11;;
;10;1,77494e-11;;
;11;1,7268e-11;;
;12;1,76108e-11;;
w;x;x*-x;iterations;cond;
1,47;1;1,36062e-11;437;23,8575;
;2;1,75191e-11;;
;3;1,73008e-11;;
;4;1,84732e-11;;
;5;1,8491e-11;;
;6;1,82796e-11;;
;7;1,73364e-11;;
;8;1,62546e-11;;
;9;1,54561e-11;;
;10;1,7959e-11;;
;11;1,74634e-11;;
;12;1,7808e-11;;
w;x;x*-x;iterations;cond;
1,48;1;1,30411e-11;427;23,3552;
;2;1,67846e-11;;
;3;1,65676e-11;;
;4;1,76947e-11;;
;5;1,77129e-11;;
;6;1,75007e-11;;
;7;1,65894e-11;;
;8;1,55431e-11;;
;9;1,48006e-11;;
;10;1,71916e-11;;
;11;1,67084e-11;;
;12;1,70388e-11;;
w;x;x*-x;iterations;cond;
1,49;1;1,25669e-11;417;22,824;
;2;1,61771e-11;;
;3;1,5957e-11;;
;4;1,70397e-11;;
;5;1,70584e-11;;
;6;1,68567e-11;;
;7;1,59686e-11;;
;8;1,49534e-11;;
;9;1,42446e-11;;
;10;1,65503e-11;;
;11;1,6076e-11;;
;12;1,63887e-11;;
w;x;x*-x;iterations;cond;
1,5;1;4,442e-13;448;1,35784;
;2;1,06382e-12;;
;3;1,14087e-12;;
;4;1,02984e-12;;
;5;4,08562e-13;;
;6;1,39622e-12;;
;7;1,10933e-12;;
;8;1,06848e-12;;
;9;5,91527e-13;;
;10;8,79297e-13;;
;11;1,09779e-12;;
;12;5,04485e-13;;
w;x;x*-x;iterations;cond;
1,51;1;3,18523e-13;611;0,423061;
;2;-8,83738e-14;;
;3;-1,76748e-13;;
;4;3,10862e-15;;
;5;6,29718e-13;;
;6;-3,85469e-13;;
;7;-1,46549e-13;;
;8;-1,72307e-13;;
;9;2,73559e-13;;
;10;1,19016e-13;;
;11;-1,26121e-13;;
;12;5,00933e-13;;
w;x;x*-x;iterations;cond;
1,52;1;3,25406e-13;951;0,422903;
;2;-9,37028e-14;;
;3;-1,84297e-13;;
;4;2,66454e-15;;
;5;6,40377e-13;;
;6;-3,93463e-13;;
;7;-1,53655e-13;;
;8;-1,81188e-13;;
;9;2,82441e-13;;
;10;1,20792e-13;;
;11;-1,35003e-13;;
;12;5,09814e-13;;
w;x;x*-x;iterations;cond;
1,53;1;-3,27072e-13;2 112;0,425025;
;2;8,61533e-14;;
;3;1,7808e-13;;
;4;-8,88178e-15;;
;5;-6,44818e-13;;
;6;3,91687e-13;;
;7;1,5099e-13;;
;8;1,82965e-13;;
;9;-2,85993e-13;;
;10;-1,27898e-13;;
;11;1,27898e-13;;
;12;-5,22249e-13;;
w;x;x*-x;iterations;cond;
1,54;4,74827e+118;-4,74827e+118;100 000;6,92774e-119;
;-1,29701e+118;1,29701e+118;;
;-2,61671e+118;2,61671e+118;;
;1,23515e+117;-1,23515e+117;;
;9,32057e+118;-9,32057e+118;;
;-5,71712e+118;5,71712e+118;;
;-2,205e+118;2,205e+118;;
;-2,71759e+118;2,71759e+118;;
;4,18548e+118;-4,18548e+118;;
;1,8175e+118;-1,8175e+118;;
;-1,89172e+118;1,89172e+118;;
;7,60219e+118;-7,60219e+118;;
w;x;x*-x;iterations;cond;
1,55;6,51915e+306;-6,51915e+306;37 598;-na n(i nd);
;-1,79486e+306;1,79486e+306;;
;-3,60462e+306;3,60462e+306;;
;1,87877e+305;-1,87877e+305;;
;inf;-inf;;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
w;x;x*-x;iterations;cond;
1,56;6,61557e+306;-6,61557e+306;20 418;-na n(i nd);
;-1,83528e+306;1,83528e+306;;
;-3,66947e+306;3,66947e+306;;
;2,08766e+305;-2,08766e+305;;
;inf;-inf;;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
w;x;x*-x;iterations;cond;
1,57;7,02046e+306;-7,02046e+306;14 082;-na n(i nd);
;-1,96184e+306;1,96184e+306;;
;-3,90563e+306;3,90563e+306;;
;2,40288e+305;-2,40288e+305;;
;inf;-inf;;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
w;x;x*-x;iterations;cond;
1,58;-7,25274e+306;7,25274e+306;10 785;-na n(i nd);
;2,04095e+306;-2,04095e+306;;
;4,04612e+306;-4,04612e+306;;
;-2,67124e+305;2,67124e+305;;
;-inf;inf;;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
w;x;x*-x;iterations;cond;
1,59;-7,23331e+306;7,23331e+306;8 763;-na n(i nd);
;2,04915e+306;-2,04915e+306;;
;4,04585e+306;-4,04585e+306;;
;-2,84777e+305;2,84777e+305;;
;-inf;inf;;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
;-na n(i nd);-na n(i nd);;
